ID investigador,Fuente,ID autor Scopus,EID documento Scopus,Perfil en Google Scholar,ORCID id autor,DOI,Año,Título,Enlace al artículo,Autores,Fecha de publicación,Revista,Volumen,Número,Páginas,Editor,Resumen,Citas totales,Institución,Conferencia,Libro,Origen,Nombre Investigador,Inventores,Oficina de patentes,Número de patente,Número de solicitud
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:GnPB-g6toBAC,,,,Mass content of UGC 6446 and UGC 7524 through H i rotation curves: deriving the stellar discs from stellar population synthesis models,https://academic.oup.com/mnras/article/468/1/180/3045403,"P Repetto, Eric E Martínez-García, M Rosado, R Gabbasov",2017/6,Monthly Notices of the Royal Astronomical Society,468,1,180-195,Oxford University Press,"In this work, we study the mass distribution of two irregular galaxies, UGC 6446 and UGC 7524, by means of H i rotation curves derived from high-resolution H i velocity fields obtained through the Westerbork Synthesis Radio Telescope data archive. We constrain the stellar and gas content of both galaxies with stellar population synthesis models and by deriving the H i+He+metals rotation curves from the total H i surface density maps, respectively. The discrepancy between the circular velocity maxima of the stellar plus the H i+He+metals rotation curves and the observed H i rotation curves of both galaxies requires the inclusion of a substantial amount of dark matter. We explore the Navarro Frenk and White, Burkert, Di Cintio, Einasto and Stadel dark matter halo models. We obtain acceptable fits to the observed H i rotation curves of UGC 6446 and UGC 7524 with the cored Burkert, Einasto and Stadel …",Citado por 4,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:KlAtU1dfN6UC,,,,An interaction scenario of the galaxy pair NGC 3893/96 (KPG 302): A single passage?,https://iopscience.iop.org/article/10.1088/0004-637X/787/1/39/pdf,"RF Gabbasov, M Rosado, J Klapp",02/05/2014,The Astrophysical Journal,787,1,39,IOP Publishing,"Using the data obtained previously from Fabry–Perot interferometry, we study the orbital characteristics of the interacting pair of galaxies KPG 302 with the aim to estimate a possible interaction history, the conditions necessary for the spiral arm formation, and initial satellite mass. We found by performing N-body/smoothed particle hydrodynamics simulations of the interaction that a single passage can produce a grand design spiral pattern in less than 1 Gyr. Although we reproduce most of the features with the single passage, the required satellite to host mass ratio should be∼ 1: 5, which is not confirmed by the dynamical mass estimate made from the measured rotation curve. We conclude that a more realistic interaction scenario would require several passages in order to explain the mass ratio discrepancy.",Citado por 4,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:0EnyYjriUFMC,,,,"Advances in Soft Computing and Its Applications: 12th Mexican International Conference, MICAI 2013, Mexico City, Mexico, November 24-30, 2013, Proceedings, Part II",,"Félix Castro, Alexander Gelbukh, Miguel González",18/11/2013,,8266,,,Springer,"The two-volume set LNAI 8265 and LNAI 8266 constitutes the proceedings of the 12th Mexican International Conference on Artificial Intelligence, MICAI 2013, held in Mexico City, Mexico, in November 2013. The total of 85 papers presented in these proceedings were carefully reviewed and selected from 284 submissions. The first volume deals with advances in artificial intelligence and its applications and is structured in the following five sections: logic and reasoning; knowledge-based systems and multi-agent systems; natural language processing; machine translation and bioinformatics and medical applications. The second volume deals with advances in soft computing and its applications and is structured in the following eight sections: evolutionary and nature-inspired metaheuristic algorithms; neural networks and hybrid intelligent systems; fuzzy systems; machine learning and pattern recognition; data mining; computer vision and image processing; robotics, planning and scheduling and emotion detection, sentiment analysis and opinion mining.",Citado por 4,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:NMxIlDl6LWMC,,,,Disk Mass-to-light Ratio Distribution from Stellar Population Synthesis: Application to Rotation Curve Decomposition of NGC 5278 (KPG 390 A),https://iopscience.iop.org/article/10.1088/0004-637X/765/1/7/pdf,"P Repetto, Eric E Martínez-García, M Rosado, R Gabbasov",08/02/2013,The Astrophysical Journal,765,1,7,IOP Publishing,"In this work we extend the study on the mass distribution of the spiral galaxy NGC 5278, performing 1D and 2D (GALFIT) bulge–disk decomposition to determine which components constitute the baryonic mass in this galaxy. Our analysis does not detect any bulge; instead we find a bright source probably related to the central active galactic nucleus and an exponential disk. We fix the stellar disk contribution to the rotation curve (RC) with broadband photometric observations and population synthesis models, to obtain the 2D mass distribution of the stellar disk. In the particular case of NGC 5278, we find that the typical assumption of considering the mass-to-luminosity ratio (M/L) of the disk as constant along the galactocentric radius is not valid. We also extract a baryonic RC from the mass profile to determine the inability of this baryonic RC and also the baryonic RC with more than and less than 30% disk mass (in …",Citado por 4,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:IjCSPb-OGe4C,,,,Energy for the present and future: a world energy overview,,"Jaime Klapp, Jorge L Cervantes-Cota, Luis C Longoria-Gandara, Ruslan Gabbasov",2007,,,,mar-34,Springer Berlin Heidelberg,"For many years coal and oil have been used as energy sources. Currently oil is the dominant source of energy, but experts predict that in a few decades it will no longer be profitable. Burning fossil fuels generates atmospheric contaminants that give rise to the greenhouse effect that artificially warms the earth, damages the earth ozone layer, and produces acid rain, all of which are very dangerous for living beings. As a consequence, abnormal phenomena such as the melting of glaciers, changes in the Gulf Stream, unprecedented heat waves, floods, hurricanes, and damage to marine organisms are now occurring. Although there are many skeptics, there is a general consensus that the earth is warming up. In order to reduce CO2 and other greenhouse gas emissions, the extensive use of alternative and cleaner sources of energy have been proposed, including CO2 emission-free nuclear energy and other …",Citado por 4,,,Towards a Cleaner Planet: Energy for the Future,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:hC7cP41nSMkC,,,,Evaluation of GPUSPH Code for Simulations of Fluid Injection Through Submerged Entry Nozzle,,"Ruslan Gabbasov, Jesús González-Trejo, César Augusto Real-Ramírez, Mario Martínez Molina, Francisco Cervantes-de la Torre",25/03/2019,,,,218-226,Springer International Publishing,"In computational fluid dynamics a lot of theoretical and numerical effort is made to have a method with the ability to correctly simulate fluid-structure interaction, free surfaces, as well as evolve multiple components and phases within a system. Traditionally, commercial and open source software is based on meshes where the implementation of open boundaries and interfaces is not trivial. A particle method, the Smooth Particle Hydrodynamics (SPH), has the advantage of being mesh free and the ability to treat open surfaces. This paper presents a study of the characteristics and capacity of the GPUSPH open source software to simulate a fluid injection through a fork injector submerged in a tank. The objective of this system is to study the formation of vortices and the oscillations of the free surface in the tank, an open problem in continuous metal casting industry. A system similar to that described by [3] and [12] has …",Citado por 3,,,International Conference on Supercomputing in Mexico,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:UeHWp8X0CEIC,,,,The Impetus Project: Using abacus for the High Performance Computation of Radiative Tables for Accretion onto a Galaxy Black Hole,https://www.researchgate.net/profile/Jose-Ramirez-19/publication/316550661_The_Impetus_Project_Using_abacus_for_the_High_Performance_Computation_of_Radiative_Tables_for_Accretion_onto_a_Galaxy_Black_Hole/links/5acb38804585151e80a99783/The-Impetus-Project-Using-abacus-for-the-High-Performance-Computation-of-Radiative-Tables-for-Accretion-onto-a-Galaxy-Black-Hole.pdf,"José M Ramírez-Velasquez, Jaime Klapp, Ruslan Gabbasov, Fidel Cruz, Leonardo Di G Sigalotti",2017,,,,374-386,Springer International Publishing,"We present the intensive calculations of digital tables for the radiative terms that appear in the energy and momentum equations used to simulate the accretion onto supermassive black holes (SMBHs) at the centers of galaxies. Cooling and heating rates are presented, calculated with a Spectral Energy Distribution constructed from: an accretion disk plus an X-ray power-law and an accretion disk plus a Corona. The electronic structures of atoms, the photoionization cross-sections, and the recombination rates are treated in great detail. With the recent discovery of outflows originating at sub-parsec scales, these tables may provide a useful tool for modeling gas accretion processes onto a SMBH.",Citado por 3,,"High Performance Computing: Third Latin American Conference, CARLA 2016, Mexico City, Mexico, August 29–September 2, 2016, Revised Selected Papers 3",,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:8k81kl-MbHgC,,,,Numerical simulations of the kelvin–helmholtz instability with the gadget-2 sph code,https://arxiv.org/pdf/1310.3859,"Ruslan F Gabbasov, Jaime Klapp-Escribano, Joel Suárez-Cansino, Leonardo Di G Sigalotti",24/12/2013,,,,291-298,Springer International Publishing,"The method of Smoothed Particle Hydrodynamics (SPH) has been widely studied and implemented for a large variety of problems, ranging from astrophysics to fluid dynamics and elasticity problems in solids. However, the method is known to have several deficiencies and discrepancies in comparison with traditional mesh-based codes. In particular, there has been a discussion about its ability to reproduce the Kelvin–Helmholtz Instability in shearing flows. Several authors reported that they were able to reproduce correctly the instability by introducing some improvements to the algorithm. In this contribution, we compare the results of the Read et al. (2010) implementation of the SPH algorithm with the original Gadget-2 N-body/SPH code.",Citado por 3,,,Experimental and Computational Fluid Mechanics,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:M3NEmzRMIkIC,,,,Supernova remnant W51C: optical and X-ray emission analysis,https://academic.oup.com/mnras/article/516/4/6055/6748185,"J Reyes-Iturbide, I Ramírez-Ballinas, M Rosado, D Núñez, P Ambrocio-Cruz, L Arias, R Gabbasov",2022/11,Monthly Notices of the Royal Astronomical Society,516,4,6055-6065,Oxford University Press,"We present observations of the optical and X-ray emission from the Galactic supernova remnant W51C. From [S ii] Fabry–Pérot interferometry and H α and [S ii] images we detect filaments that are part of the optical counterpart of the supernova remnant. We obtain the kinematic distance to W51C, showing that it is one of the shortest distances reported in the literature. We also estimate other physical properties such as the velocity of the shock induced in the cloudlets emitted at optical wavelengths and the electron density of those cloudlets. From XMM–Newton observatory archival data, we obtain images of the diffuse X-ray emission of this supernova remnant. The spectrum of the X-ray emission is explored to estimate X-ray parameters such as luminosity and temperature of the hot plasma in the supernova remnant. We fit a thermal model with a plasma temperature of 1.4 keV for an X-ray thermal luminosity …",Citado por 2,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:2P1L_qKh6hAC,,,,Bondi accretion for adiabatic flows onto a massive black hole with an accretion disc-The one dimensional problem (Corrigendum),,"JM Ramírez-Velásquez, L Di G Sigalotti, R Gabbasov, J Klapp, E Contreras",01/04/2021,Astronomy & Astrophysics,648,,C3,EDP Sciences,"For warm absorbers in AGNs, L∼ 1043− 46, nH∼ 10 (7− 9), ξ∼(1− 10), and r∼(1− 10) pc (Ramírez et al. 2008). Physically, this distance seems to be a plausible location for warm absorber outflows to take place given the timescale variability of the central source and the ionization parameter, as well as the role that radiation pressure might be playing in these objects. We might adapt our calculations to other extragalactic sources, eg ultra-luminous sources (ULXs; Pinto et al. 2019) in the near future.",Citado por 2,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:35N4QoGY0k4C,,,,Mixed-morphology supernova remnants: the case of SNR 0520–69.4 in the Large Magellanic Cloud,,"I Ramírez-Ballinas, J Reyes-Iturbide, P Ambrocio-Cruz, R Gabbasov, M Rosado",2020/12,Monthly Notices of the Royal Astronomical Society,499,3,4213-4222,Oxford University Press,"We present observations in X-ray and optical emission of the supernova remnant (SNR) 0520–69.4 in the Large Magellanic Cloud. Using XMM–Newton observatory data, we produced images of the diffuse X-ray emission and spectra to obtain the X-ray parameters, such as luminosity and temperature, of hot plasma in the SNR. Diffuse X-ray emission with filled-centre morphology goes beyond the Hα region, suggesting that the hot gas escapes through the pores of the Hα shell. We fitted a model that has a plasma temperature of 1.1 × 107 K for an X-ray thermal luminosity of 3.3 × 1035 erg s−1. However, from Hα and [O iii] Fabry–Perot observations obtained with the Marseille Hα Survey of the Magellanic Clouds and the Milky Way at La Silla, European Southern Observatory, we are able to obtain physical parameters such as the velocity of the shock induced in the cloudlets emitting at optical wavelengths and …",Citado por 2,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:YFjsv_pBGBYC,,,,General circular velocity relation of a test particle in a 3D gravitational potential: application to the rotation curves analysis and total mass determination of UGC 8490 and …,https://academic.oup.com/mnras/article/477/1/678/4925013,"P Repetto, Eric E Martínez-García, M Rosado, R Gabbasov",2018/6,Monthly Notices of the Royal Astronomical Society,477,1,678-698,Oxford University Press,"In this paper, we derive a novel circular velocity relation for a test particle in a 3D gravitational potential applicable to every system of curvilinear coordinates, suitable to be reduced to orthogonal form. As an illustration of the potentiality of the determined circular velocity expression, we perform the rotation curves analysis of UGC 8490 and UGC 9753 and we estimate the total and dark matter mass of these two galaxies under the assumption that their respective dark matter haloes have spherical, prolate, and oblate spheroidal mass distributions. We employ stellar population synthesis models and the total H i density map to obtain the stellar and H i+He+metals rotation curves of both galaxies. The subtraction of the stellar plus gas rotation curves from the observed rotation curves of UGC 8490 and UGC 9753 generates the dark matter circular velocity curves of both galaxies. We fit the dark matter rotation curves …",Citado por 2,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:eQOLeE2rZwMC,,,,High Performance Computing,,"Gonzalo Hernández, Carlos Jaime Barrios Hernández, Gilberto Díaz Carlos García Garino, Sergio Nesmachnow Tomás Pérez-Acle, Mario Storti Mariano Vázquez",2014,,,,,,"High-performance computing (HPC) or supercomputing has become an essential tool for modern science and technology. In addition to basic science and experimentation, HPC has become an essential tool for advancing our understanding of nature, for the analysis of society’s behavior, and for technological advancement. Today, current research in many branches in science and engineering relies more and more on supercomputing, allowing us to expand basic research and experimentation. Supercomputing has proven to be equally essential for developing and understanding a wide range of advanced science and technology topics that are directly related to our daily lives. HPC enables the design of models and running computer simulations of phenomena before passing through an experimental phase, with great economic savings, but more importantly allowing us to provide results within days or weeks …",Citado por 2,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:Wp0gIr-vW9MC,,,,Experimental Analysis of the Influence of the Sliding-Gate Valve on Submerged Entry Nozzle Outlet Jets,https://www.mdpi.com/2311-5521/9/1/30,"Jesus Gonzalez-Trejo, Raul Miranda-Tello, Ruslan Gabbasov, Cesar A Real-Ramirez, Francisco Cervantes-de-la-Torre",20/01/2024,Fluids,9,1,30,MDPI,"This work studies how the sliding-gate valve (SGV) modifies the features and the dynamic behavior of the outlet jets for flat-bottom and well-bottom bifurcated submerged entry nozzles (SENs) used in continuous casting machines. Three conditions for the SGV were studied: no obstruction, moderate obstruction, and severe obstruction. The experimental study used a scaled model, employing cold water as the working fluid. A high-frequency analysis of the flow inside the SEN’s bore arriving at the outlet ports was performed by employing the particle image velocimetry (PIV) technique. Low-frequency measurements of the volumetric flow at the exit port were obtained by splitting the exit jet into four quadrants and employing digital flowmeters. It was observed that reducing the SGV clearance increases the turbulence of the flow inside the SEN bore, but the flow displays ordered rather than erratic fluctuations. Flowmeter measurements showed that, regardless of the level of obstruction in the SGV, the outlet jets on flat-bottom and the well-bottom SENs have dynamic behaviors and features with significant differences. This finding is relevant because the flow distribution inside the outlet ports is directly related to the jet’s wideness, affecting the recirculation pattern inside the mold and, therefore, the quality of the finished steel slab.",Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:qUcmZB5y_30C,,,,The Radiative Newtonian 1 < γ ≤ 1.66 and the Paczyński–Wiita γ = 5/3 Regime of Non-Isothermal Bondi Accretion onto a Massive Black Hole with an Accretion Disc,https://www.mdpi.com/2075-4434/9/3/55,"Jose M Ramírez-Velásquez, Leonardo Di G Sigalotti, Ruslan Gabbasov, Jaime Klapp, Ernesto Contreras",11/08/2021,Galaxies,9,3,55,MDPI,"We investigate the non-isothermal Bondi accretion onto a supermassive black hole (SMBH) for the unexplored case when the adiabatic index is varied in the interval 1<γ≤1.66 and for the Paczyński–Wiita γ=5/3 regime, including the effects of X-ray heating and radiation force due to electron scattering and spectral lines. The X-ray/central object radiation is assumed to be isotropic, while the UV emission from the accretion disc is assumed to have an angular dependence. This allows us to build streamlines in any desired angular direction. The effects of both types of radiation on the accretion dynamics is evaluated with and without the effects of spectral line driving. Under line driving (and for the studied angles), when the UV flux dominates over the X-ray heating, with a fraction of UV photons going from 80% to 95%, and γ varies from 1.66 to 1.1, the inflow close to the gravitational source becomes more supersonic and the volume occupied by the supersonic inflow becomes larger. This property is also seen when this fraction goes from 50% to 80%. The underestimation of the Bondi radius close to the centre increases with increasing γ, while the central overestimation of the accretion rates decreases with increasing γ, for all the six studied cases.",Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:ZeXyd9-uunAC,,,,"Supercomputing: 10th International Conference on Supercomputing in Mexico, ISUM 2019, Monterrey, Mexico, March 25–29, 2019, Revised Selected Papers",,"Moisés Torres, Jaime Klapp",21/12/2019,,1151,,,Springer Nature,"High Performance Computing (HPC) or Supercomputing have the power to contribute in an important way to the research and development of a country and to improve and reform many industrial sectors. Researchers at universities and engineers in diverse industries, have come to depend on the power of these machines to compute high volumes of data for finding the results they are looking for. Complex calculations in many cases require high volumes of data that would have taken hours, days, and sometimes weeks or months to process two to three decades ago. But now a days with the processing power that HPC machines manage, we are able to move faster with our results to save time, money, and often sometimes lives. On the other hand, we can now perform numerical simulations with a much higher resolution that is translated into producing results which better reproduce the physical world in which we live. As an example of an HPC initiative that could boost the development of an industry in a country, we mention that the Mexican government and the European Union (EU) decided to collaborate to improve their energy industries, which provided an opportunity for EU HPC researchers to team up with Mexican colleagues. The aim? To provide solutions for the oil and gas industry, improve wind energy performance, and solve issues of combustion efficiency for transportation systems. Recently launched in Barcelona (June 2019), ENERXICO, a new project jointly funded by the EU and the Mexican government, brought together 15 institutions in an academic-industry collaboration to solve real-world engineering problems. It focused on …",Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:L8Ckcad2t8MC,,,,"Advances in Soft Computing: 17th Mexican International Conference on Artificial Intelligence, MICAI 2018, Guadalajara, Mexico, October 22–27, 2018, Proceedings, Part I",,"Ildar Batyrshin, María de Lourdes Martínez-Villaseñor, Hiram Eredín Ponce Espinosa",02/01/2019,,11288,,,Springer,"The two-volume set LNAI 11288 and 11289 constitutes the proceedings of the 17th Mexican International Conference on Artificial Intelligence, MICAI 2018, held in Guadalajara, Mexico, in October 2018. The total of 62 papers presented in these two volumes was carefully reviewed and selected from 149 submissions. The contributions are organized in topical as follows: Part I: evolutionary and nature-inspired intelligence; machine learning; fuzzy logic and uncertainty management. Part II: knowledge representation, reasoning, and optimization; natural language processing; and robotics and computer vision.",Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:MXK_kJrjxJIC,,,,"High Performance Computing: Third Latin American Conference, CARLA 2016, Mexico City, Mexico, August 29–September 2, 2016, Revised Selected Papers",,"Carlos Jaime Barrios Hernández, Isidoro Gitler, Jaime Klapp",28/04/2017,,697,,,Springer,"This book constitutes the proceedings of the Third Latin American Conference on High Performance Computing, CARLA 2016, held in Mexico City, Mexico, in August/September 2016. The 30 papers presented in this volume were carefully reviewed and selected from 70 submissions. They are organized in topical sections named: HPC Infrastructure and Applications; Parallel Algorithms and Applications; HPC Applications and Simulations.",Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:_Qo2XoVZTnwC,,,,Numerical Simulations of Interacting Galaxies: Bar Morphology,https://www.researchgate.net/profile/Mario-Rodriguez-Meza/publication/301978222_Numerical_Simulations_of_Interacting_Galaxies_Bar_Morphology/links/58d3ddc6aca2723c0a79caa6/Numerical-Simulations-of-Interacting-Galaxies-Bar-Morphology.pdf,"JC Luna Sánchez, MA Rodríguez Meza, A Arrieta, R Gabbasov",2015,,,,515-525,Springer International Publishing,"We present several numerical simulations of the collision of two spiral galaxies. A spiral galaxy is modelled with a spherical bulge and halo and a Freeman disc. The bulge is composed of a collisionless collection of stars; the halo is composed of a set of collisionless particles of unknown nature, we only need to know their gravitational influence and that the halo particles do not collide among them; and the disc is composed of stars only, gas or dust are not considered in this work. A bar is usually formed due to tidal effects after the first encounter of the spirals and we have found that this was the case in all the numerical experiments we did. The bar morphology is then studied during the evolution of the collision process. Here the morphology is the bar formation in the spiral discs, its geometry, i.e., minor and major axis length; and also we show how one of the collision galaxy partners change its disc …",Citado por 1,,Selected Topics of Computational and Experimental Fluid Mechanics,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:UebtZRa9Y70C,,,,Improving Performance of Particle Tracking Velocimetry Analysis with Artificial Neural Networks and Graphics Processing Units.,https://rcs.cic.ipn.mx/2015_104/Improving%20Performance%20of%20Particle%20Tracking%20Velocimetry%20Analysis%20with%20Artificial%20Neural.pdf,"Rubén Hernández Pérez, Ruslan F Gabbasov, Joel Suárez Cansino",2015,Res. Comput. Sci.,104,,71-79,,"Flow analysis has a wide range of applications both in engineering and science, and many techniques have been developed over the years that allow the data extraction and measurement of the flow dynamics. In particular, Particle Tracking Velocimetry (PTV) techniques have shown good results when combined with Artificial Neural Networks (ANN) techniques, especially using Self-Organizing Maps (SOM). In order to improve the performance and reduce the time consumption of proposed SOMs for PTV analysis, the parallel nature of modern architectures such as Graphics Processing Units (GPU) can be used. In this paper we describe how the GPU architecture can be exploited for the implementation of the inherent parallelism of a SOM for PTV analysis, and measure the performance obtained with different optimizations techniques. We show that it is possible to gain a speedup of∼ 5 when running in parallel.",Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:O3NaXMp0MMsC,,,,Bar formation in simulations of interacting galaxies,https://iopscience.iop.org/article/10.1088/1742-6596/545/1/012008/pdf,"Juan Carlos Luna-Sánchez, MA Rodríguez-Meza, A Arrieta, R Gabbasov",17/11/2014,Journal of Physics: Conference Series,545,1,012008,IOP Publishing,"In this work we present a study of interacting galaxies using N-body simulations. The initial condition of galaxies are such that they are composed of a bulge, a disc (Freeman model, with no gas), and a halo. For bulge and halo we follow the Dehnen density-pair spherical models. Galaxies are set in a parabolic encounter characterised by the impact parameter and the collision angle subtended by the planes containing each individual galactic discs. The evolution of galaxies are given in terms of the morphology (bar formation, geometry of the bar, minor and major axis length), and the kinematical bar rotation. We show how this characteristics depend on the collision geometry. The dynamics of the collision is given in terms of individual rotation curves, dispersion of velocities of the disc and mass function as functions of the distance to the center of mass of each individual galaxy.",Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:_FxGoFyzp5QC,,,,Advances in Soft Computing,,"Ildar Batyrshin, Grigori Sidorov",2011,,,,,Springer Berlin Heidelberg,The Mexican International Conference on Artificial Intelligence (MICAI) is a yearly international conference series that has been organized by the Mexican Society of Artificial Intelligence (SMIA) since 2000. MICAI is a major international artificial intelligence forum and the main event in the academic life of the country’s growing artificial intelligence community.,Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:k_IJM867U9cC,,,,Rotation Curve Decomposition of NGC 5278,,"P Repetto, M Rosado, R Gabbasov, I Fuentes-Carrera",2010/10,,421,,287,,"In this work we have estimated the mass of NGC 5278 by fitting its rotation curve with a disk-halo component. We test three different types of halo (pseudoisothermal, Hernquist and Navarro Frenk White) and we obtain that the rotation curve was well fitted in all cases.",Citado por 1,,Galaxies in Isolation: Exploring Nature Versus Nurture,,,Dr. Ruslan Gabbasov,,,,
INV0045,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=lVFtBXIAAAAJ&cstart=20&pagesize=80&citation_for_view=lVFtBXIAAAAJ:70eg2SAEIzsC,,,,Dynamics of the interacting galaxy pair KPG 302 (NGC 3893/96),https://www.redalyc.org/pdf/571/57103252.pdf,"Margarita Rosado, Isaura Fuentes-Carrera, R Gabbasov, P Repetto, Philippe Amram",2008,Revista Mexicana de Astronomía y Astrofísica,32,,147-149,Instituto de Astronomía,"Se presentan observaciones cinemáticas del par de galaxias en interacción tipo M51 KPG 302 (NGC 3893/96), las implicaciones que pueden hacerse sobre el contenido de materia obscura y visible de las componentes del par y un análisis muy preliminar de la interacción basado en simulaciones con un código de N-cuerpos. Las conclusiones principales son que nuestra cinemática es compatible con halos de materia obscura tanto NFW o pseudoisotérmicos y que el cociente de masas entre las galaxias del par tendría que ser mayor que 1/50 para que pudiera desarrollarse la estructura espiral observada en la componente más masiva del par.",Citado por 1,,,,,Dr. Ruslan Gabbasov,,,,
